id,category,value
2793,食品,466.25
2794,飲料,467.5
2795,日用品,468.75
2796,家電,470.0
2797,食品,471.25
2798,飲料,472.5
2799,日用品,473.75
2800,家電,475.0
2801,食品,476.25
2802,飲料,477.5
2803,日用品,478.75
2804,家電,480.0
2805,食品,481.25
2806,飲料,482.5
2807,日用品,483.75
2808,家電,485.0
2809,食品,486.25
2810,飲料,487.5
2811,日用品,488.75
2812,家電,490.0
2813,食品,491.25
2814,飲料,492.5
2815,日用品,493.75
2816,家電,495.0
2817,食品,496.25
2818,飲料,497.5
2819,日用品,498.75
2820,家電,500.0
2821,食品,501.25
2822,飲料,502.5
2823,日用品,503.75
2824,家電,505.0
2825,食品,506.25
2826,飲料,507.5
2827,日用品,508.75
2828,家電,510.0
2829,食品,511.25
2830,飲料,512.5
2831,日用品,513.75
2832,家電,515.0
2833,食品,516.25
2834,飲料,517.5
2835,日用品,518.75
2836,家電,520.0
2837,食品,521.25
2838,飲料,522.5
2839,日用品,523.75
2840,家電,525.0
2841,食品,526.25
2842,飲料,527.5
2843,日用品,528.75
2844,家電,530.0
2845,食品,531.25
2846,飲料,532.5
2847,日用品,533.75
2848,家電,535.0
2849,食品,536.25
2850,飲料,537.5
2851,日用品,538.75
2852,家電,540.0
2853,食品,541.25
2854,飲料,542.5
2855,日用品,543.75
2856,家電,545.0
2857,食品,546.25
2858,飲料,547.5
2859,日用品,548.75
2860,家電,550.0
2861,食品,551.25
2862,飲料,552.5
2863,日用品,553.75
2864,家電,555.0
2865,食品,556.25
2866,飲料,557.5
2867,日用品,558.75
2868,家電,560.0
2869,食品,561.25
2870,飲料,562.5
2871,日用品,563.75
2872,家電,565.0
2873,食品,566.25
2874,飲料,567.5
2875,日用品,568.75
2876,家電,570.0
2877,食品,571.25
2878,飲料,572.5
2879,日用品,573.75
2880,家電,575.0
2881,食品,576.25
2882,飲料,577.5
2883,日用品,578.75
2884,家電,580.0
2885,食品,581.25
2886,飲料,582.5
2887,日用品,583.75
2888,家電,585.0
2889,食品,586.25
2890,飲料,587.5
2891,日用品,588.75
2892,家電,590.0
2893,食品,591.25
2894,飲料,592.5
2895,日用品,593.75
2896,家電,595.0
2897,食品,596.25
2898,飲料,597.5
2899,日用品,598.75
2900,家電,600.0
2901,食品,601.25
2902,飲料,602.5
2903,日用品,603.75
2904,家電,605.0
2905,食品,606.25
2906,飲料,607.5
2907,日用品,608.75
2908,家電,610.0
2909,食品,611.25
2910,飲料,612.5
2911,日用品,613.75
2912,家電,615.0
2913,食品,616.25
2914,飲料,617.5
2915,日用品,618.75
2916,家電,620.0
2917,食品,621.25
2918,飲料,622.5
2919,日用品,623.75
2920,家電,625.0
2921,食品,626.25
2922,飲料,627.5
2923,日用品,628.75
2924,家電,630.0
2925,食品,631.25
2926,飲料,632.5
2927,日用品,633.75
2928,家電,635.0
2929,食品,636.25
2930,飲料,637.5
2931,日用品,638.75
2932,家電,640.0
2933,食品,641.25
2934,飲料,642.5
2935,日用品,643.75
2936,家電,645.0
2937,食品,646.25
2938,飲料,647.5
2939,日用品,648.75
2940,家電,650.0
2941,食品,651.25
2942,飲料,652.5
2943,日用品,653.75
2944,家電,655.0
2945,食品,656.25
2946,飲料,657.5
2947,日用品,658.75
2948,家電,660.0
2949,食品,661.25
2950,飲料,662.5
2951,日用品,663.75
2952,家電,665.0
2953,食品,666.25
2954,飲料,667.5
2955,日用品,668.75
2956,家電,670.0
2957,食品,671.25
2958,飲料,672.5
2959,日用品,673.75
2960,家電,675.0
2961,食品,676.25
2962,飲料,677.5
2963,日用品,678.75
2964,家電,680.0
2965,食品,681.25
2966,飲料,682.5
2967,日用品,683.75
2968,家電,685.0
2969,食品,686.25
2970,飲料,687.5
2971,日用品,688.75
2972,家電,690.0
2973,食品,691.25
2974,飲料,692.5
2975,日用品,693.75
2976,家電,695.0
2977,食品,696.25
2978,飲料,697.5
2979,日用品,698.75
2980,家電,700.0
2981,食品,701.25
2982,飲料,702.5
2983,日用品,703.75
2984,家電,705.0
2985,食品,706.25
2986,飲料,707.5
2987,日用品,708.75
2988,家電,710.0
2989,食品,711.25
2990,飲料,712.5
2991,日用品,713.75
2992,家電,715.0
2993,食品,716.25
2994,飲料,717.5
2995,日用品,718.75
2996,家電,720.0
2997,食品,721.25
2998,飲料,722.5
2999,日用品,723.75
3000,家電,100.0
3001,食品,101.25
3002,飲料,102.5
3003,日用品,103.75
3004,家電,105.0
3005,食品,106.25
3006,飲料,107.5
3007,日用品,108.75
3008,家電,110.0
3009,食品,111.25
3010,飲料,112.5
3011,日用品,113.75
3012,家電,115.0
3013,食品,116.25
3014,飲料,117.5
3015,日用品,118.75
3016,家電,120.0
3017,食品,121.25
3018,飲料,122.5
3019,日用品,123.75
3020,家電,125.0
3021,食品,126.25
3022,飲料,127.5
3023,日用品,128.75
3024,家電,130.0
3025,食品,131.25
3026,飲料,132.5
3027,日用品,133.75
3028,家電,135.0
3029,食品,136.25
3030,飲料,137.5
3031,日用品,138.75
3032,家電,140.0
3033,食品,141.25
3034,飲料,142.5
3035,日用品,143.75
3036,家電,145.0
3037,食品,146.25
3038,飲料,147.5
3039,日用品,148.75
3040,家電,150.0
3041,食品,151.25
3042,飲料,152.5
3043,日用品,153.75
3044,家電,155.0
3045,食品,156.25
3046,飲料,157.5
3047,日用品,158.75
3048,家電,160.0
3049,食品,161.25
3050,飲料,162.5
3051,日用品,163.75
3052,家電,165.0
3053,食品,166.25
3054,飲料,167.5
3055,日用品,168.75
3056,家電,170.0
3057,食品,171.25
3058,飲料,172.5
3059,日用品,173.75
3060,家電,175.0
3061,食品,176.25
3062,飲料,177.5
3063,日用品,178.75
3064,家電,180.0
3065,食品,181.25
3066,飲料,182.5
3067,日用品,183.75
3068,家電,185.0
3069,食品,186.25
3070,飲料,187.5
3071,日用品,188.75
3072,家電,190.0
3073,食品,191.25
3074,飲料,192.5
3075,日用品,193.75
3076,家電,195.0
3077,食品,196.25
3078,飲料,197.5
3079,日用品,198.75
3080,家電,200.0
3081,食品,201.25
3082,飲料,202.5
3083,日用品,203.75
3084,家電,205.0
3085,食品,206.25
3086,飲料,207.5
3087,日用品,208.75
3088,家電,210.0
3089,食品,211.25
3090,飲料,212.5
3091,日用品,213.75
3092,家電,215.0
3093,食品,216.25
3094,飲料,217.5
3095,日用品,218.75
3096,家電,220.0
3097,食品,221.25
3098,飲料,222.5
3099,日用品,223.75
3100,家電,225.0
3101,食品,226.25
3102,飲料,227.5
3103,日用品,228.75
3104,家電,230.0
3105,食品,231.25
3106,飲料,232.5
3107,日用品,233.75
3108,家電,235.0
3109,食品,236.25
3110,飲料,237.5
3111,日用品,238.75
3112,家電,240.0
3113,食品,241.25
3114,飲料,242.5
3115,日用品,243.75
3116,家電,245.0
3117,食品,246.25
3118,飲料,247.5
3119,日用品,248.75
3120,家電,250.0
3121,食品,251.25
3122,飲料,252.5
3123,日用品,253.75
3124,家電,255.0
3125,食品,256.25
3126,飲料,257.5
3127,日用品,258.75
3128,家電,260.0
3129,食品,261.25
3130,飲料,262.5
3131,日用品,263.75
3132,家電,265.0
3133,食品,266.25
3134,飲料,267.5
3135,日用品,268.75
3136,家電,270.0
3137,食品,271.25
3138,飲料,272.5
3139,日用品,273.75
3140,家電,275.0
3141,食品,276.25
3142,飲料,277.5
3143,日用品,278.75
3144,家電,280.0
3145,食品,281.25
3146,飲料,282.5
3147,日用品,283.75
3148,家電,285.0
3149,食品,286.25
3150,飲料,287.5
3151,日用品,288.75
3152,家電,290.0
3153,食品,291.25
3154,飲料,292.5
3155,日用品,293.75
3156,家電,295.0
3157,食品,296.25
3158,飲料,297.5
3159,日用品,298.75
3160,家電,300.0
3161,食品,301.25
3162,飲料,302.5
3163,日用品,303.75
3164,家電,305.0
3165,食品,306.25
3166,飲料,307.5
3167,日用品,308.75
3168,家電,310.0
3169,食品,311.25
3170,飲料,312.5
3171,日用品,313.75
3172,家電,315.0
3173,食品,316.25
3174,飲料,317.5
3175,日用品,318.75
3176,家電,320.0
3177,食品,321.25
3178,飲料,322.5
3179,日用品,323.75
3180,家電,325.0
3181,食品,326.25
3182,飲料,327.5
3183,日用品,328.75
3184,家電,330.0
3185,食品,331.25
3186,飲料,332.5
3187,日用品,333.75
3188,家電,335.0
3189,食品,336.25
3190,飲料,337.5
3191,日用品,338.75
3192,家電,340.0
3193,食品,341.25
3194,飲料,342.5
3195,日用品,343.75
3196,家電,345.0
3197,食品,346.25
3198,飲料,347.5
3199,日用品,348.75
3200,家電,350.0
3201,食品,351.25
3202,飲料,352.5
3203,日用品,353.75
3204,家電,355.0
3205,食品,356.25
3206,飲料,357.5
3207,日用品,358.75
3208,家電,360.0
3209,食品,361.25
3210,飲料,362.5
3211,日用品,363.75
3212,家電,365.0
3213,食品,366.25
3214,飲料,367.5
3215,日用品,368.75
3216,家電,370.0
3217,食品,371.25
3218,飲料,372.5
3219,日用品,373.75
3220,家電,375.0
3221,食品,376.25
3222,飲料,377.5
3223,日用品,378.75
3224,家電,380.0
3225,食品,381.25
3226,飲料,382.5
3227,日用品,383.75
3228,家電,385.0
3229,食品,386.25
3230,飲料,387.5
3231,日用品,388.75
3232,家電,390.0
3233,食品,391.25
3234,飲料,392.5
3235,日用品,393.75
3236,家電,395.0
3237,食品,396.25
3238,飲料,397.5
3239,日用品,398.75
3240,家電,400.0
3241,食品,401.25
3242,飲料,402.5
3243,日用品,403.75
3244,家電,405.0
3245,食品,406.25
3246,飲料,407.5
3247,日用品,408.75
3248,家電,410.0
3249,食品,411.25
3250,飲料,412.5
3251,日用品,413.75
3252,家電,415.0
3253,食品,416.25
3254,飲料,417.5
3255,日用品,418.75
3256,家電,420.0
3257,食品,421.25
3258,飲料,422.5
3259,日用品,423.75
3260,家電,425.0
3261,食品,426.25
3262,飲料,427.5
3263,日用品,428.75
3264,家電,430.0
3265,食品,431.25
3266,飲料,432.5
3267,日用品,433.75
3268,家電,435.0
3269,食品,436.25
3270,飲料,437.5
3271,日用品,438.75
3272,家電,440.0
3273,食品,441.25
3274,飲料,442.5
3275,日用品,443.75
3276,家電,445.0
3277,食品,446.25
3278,飲料,447.5
3279,日用品,448.75
3280,家電,450.0
3281,食品,451.25
3282,飲料,452.5
3283,日用品,453.75
3284,家電,455.0
3285,食品,456.25
3286,飲料,457.5
3287,日用品,458.75
3288,家電,460.0
3289,食品,461.25
3290,飲料,462.5
3291,日用品,463.75
3292,家電,465.0
3293,食品,466.25
3294,飲料,467.5
3295,日用品,468.75
3296,家電,470.0
3297,食品,471.25
3298,飲料,472.5
3299,日用品,473.75
3300,家電,475.0
3301,食品,476.25
3302,飲料,477.5
3303,日用品,478.75
3304,家電,480.0
3305,食品,481.25
3306,飲料,482.5
3307,日用品,483.75
3308,家電,485.0
3309,食品,486.25
3310,飲料,487.5
3311,日用品,488.75
3312,家電,490.0
3313,食品,491.25
3314,飲料,492.5
3315,日用品,493.75
3316,家電,495.0
3317,食品,496.25
3318,飲料,497.5
3319,日用品,498.75
3320,家電,500.0
3321,食品,501.25
3322,飲料,502.5
3323,日用品,503.75
3324,家電,505.0
3325,食品,506.25
3326,飲料,507.5
3327,日用品,508.75
3328,家電,510.0
3329,食品,511.25
3330,飲料,512.5
3331,日用品,513.75
3332,家電,515.0
3333,食品,516.25
3334,飲料,517.5
3335,日用品,518.75
3336,家電,520.0
3337,食品,521.25
3338,飲料,522.5
3339,日用品,523.75
3340,家電,525.0
3341,食品,526.25
3342,飲料,527.5
3343,日用品,528.75
3344,家電,530.0
3345,食品,531.25
3346,飲料,532.5
3347,日用品,533.75
3348,家電,535.0
3349,食品,536.25
3350,飲料,537.5
3351,日用品,538.75
3352,家電,540.0
3353,食品,541.25
3354,飲料,542.5
3355,日用品,543.75
3356,家電,545.0
3357,食品,546.25
3358,飲料,547.5
3359,日用品,548.75
3360,家電,550.0
3361,食品,551.25
3362,飲料,552.5
3363,日用品,553.75
3364,家電,555.0
3365,食品,556.25
3366,飲料,557.5
3367,日用品,558.75
3368,家電,560.0
3369,食品,561.25
3370,飲料,562.5
3371,日用品,563.75
3372,家電,565.0
3373,食品,566.25
3374,飲料,567.5
3375,日用品,568.75
3376,家電,570.0
3377,食品,571.25
3378,飲料,572.5
3379,日用品,573.75
3380,家電,575.0
3381,食品,576.25
3382,飲料,577.5
3383,日用品,578.75
3384,家電,580.0
3385,食品,581.25
3386,飲料,582.5
3387,日用品,583.75
3388,家電,585.0
3389,食品,586.25
3390,飲料,587.5
3391,日用品,588.75
3392,家電,590.0
3393,食品,591.25
3394,飲料,592.5
3395,日用品,593.75
3396,家電,595.0
3397,食品,596.25
3398,飲料,597.5
3399,日用品,598.75
3400,家電,600.0
3401,食品,601.25
3402,飲料,602.5
3403,日用品,603.75
3404,家電,605.0
3405,食品,606.25
3406,飲料,607.5
3407,日用品,608.75
3408,家電,610.0
3409,食品,611.25
3410,飲料,612.5
3411,日用品,613.75
3412,家電,615.0
3413,食品,616.25
3414,飲料,617.5
3415,日用品,618.75
3416,家電,620.0
3417,食品,621.25
3418,飲料,622.5
3419,日用品,623.75
3420,家電,625.0
3421,食品,626.25
3422,飲料,627.5
3423,日用品,628.75
3424,家電,630.0
3425,食品,631.25
3426,飲料,632.5
3427,日用品,633.75
3428,家電,635.0
3429,食品,636.25
3430,飲料,637.5
3431,日用品,638.75
3432,家電,640.0
3433,食品,641.25
3434,飲料,642.5
3435,日用品,643.75
3436,家電,645.0
3437,食品,646.25
3438,飲料,647.5
3439,日用品,648.75
3440,家電,650.0
3441,食品,651.25
3442,飲料,652.5
3443,日用品,653.75
3444,家電,655.0
3445,食品,656.25
3446,飲料,657.5
3447,日用品,658.75
3448,家電,660.0
3449,食品,661.25
3450,飲料,662.5
3451,日用品,663.75
3452,家電,665.0
3453,食品,666.25
3454,飲料,667.5
3455,日用品,668.75
3456,家電,670.0
3457,食品,671.25
3458,飲料,672.5
3459,日用品,673.75
3460,家電,675.0
3461,食品,676.25
3462,飲料,677.5
3463,日用品,678.75
3464,家電,680.0
3465,食品,681.25
3466,飲料,682.5
3467,日用品,683.75
3468,家電,685.0
3469,食品,686.25
3470,飲料,687.5
3471,日用品,688.75
3472,家電,690.0
3473,食品,691.25
3474,飲料,692.5
3475,日用品,693.75
3476,家電,695.0
3477,食品,696.25
3478,飲料,697.5
3479,日用品,698.75
3480,家電,700.0
3481,食品,701.25
3482,飲料,702.5
3483,日用品,703.75
3484,家電,705.0
3485,食品,706.25
3486,飲料,707.5
3487,日用品,708.75
3488,家電,710.0
3489,食品,711.25
3490,飲料,712.5
3491,日用品,713.75
3492,家電,715.0
3493,食品,716.25
3494,飲料,717.5
3495,日用品,718.75
3496,家電,720.0
3497,食品,721.25
3498,飲料,722.5
3499,日用品,723.75
3500,家電,100.0
3501,食品,101.25
3502,飲料,102.5
3503,日用品,103.75
3504,家電,105.0
3505,食品,106.25
3506,飲料,107.5
3507,日用品,108.75
3508,家電,110.0
3509,食品,111.25
3510,飲料,112.5
3511,日用品,113.75
3512,家電,115.0
3513,食品,116.25
3514,飲料,117.5
3515,日用品,118.75
3516,家電,120.0
3517,食品,121.25
3518,飲料,122.5
3519,日用品,123.75
3520,家電,125.0
3521,食品,126.25
3522,飲料,127.5
3523,日用品,128.75
3524,家電,130.0
3525,食品,131.25
3526,飲料,132.5
3527,日用品,133.75
3528,家電,135.0
3529,食品,136.25
3530,飲料,137.5
3531,日用品,138.75
3532,家電,140.0
3533,食品,141.25
3534,飲料,142.5
3535,日用品,143.75
3536,家電,145.0
3537,食品,146.25
3538,飲料,147.5
3539,日用品,148.75
3540,家電,150.0
3541,食品,151.25
3542,飲料,152.5
3543,日用品,153.75
3544,家電,155.0
3545,食品,156.25
3546,飲料,157.5
3547,日用品,158.75
3548,家電,160.0
3549,食品,161.25
3550,飲料,162.5
3551,日用品,163.75
3552,家電,165.0
3553,食品,166.25
3554,飲料,167.5
3555,日用品,168.75
3556,家電,170.0
3557,食品,171.25
3558,飲料,172.5
3559,日用品,173.75
3560,家電,175.0
3561,食品,176.25
3562,飲料,177.5
3563,日用品,178.75
3564,家電,180.0
3565,食品,181.25
3566,飲料,182.5
3567,日用品,183.75
3568,家電,185.0
3569,食品,186.25
3570,飲料,187.5
3571,日用品,188.75
3572,家電,190.0
3573,食品,191.25
3574,飲料,192.5
3575,日用品,193.75
3576,家電,195.0
3577,食品,196.25
3578,飲料,197.5
3579,日用品,198.75
3580,家電,200.0
3581,食品,201.25
3582,飲料,202.5
3583,日用品,203.75
3584,家電,205.0
3585,食品,206.25
3586,飲料,207.5
3587,日用品,208.75
3588,家電,210.0
3589,食品,211.25
3590,飲料,212.5
3591,日用品,213.75
3592,家電,215.0
3593,食品,216.25
3594,飲料,217.5
3595,日用品,218.75
3596,家電,220.0
3597,食品,221.25
3598,飲料,222.5
3599,日用品,223.75
3600,家電,225.0
3601,食品,226.25
3602,飲料,227.5
3603,日用品,228.75
3604,家電,230.0
3605,食品,231.25
3606,飲料,232.5
3607,日用品,233.75
3608,家電,235.0
3609,食品,236.25
3610,飲料,237.5
3611,日用品,238.75
3612,家電,240.0
3613,食品,241.25
3614,飲料,242.5
3615,日用品,243.75
3616,家電,245.0
3617,食品,246.25
3618,飲料,247.5
3619,日用品,248.75
3620,家電,250.0
3621,食品,251.25
3622,飲料,252.5
3623,日用品,253.75
3624,家電,255.0
3625,食品,256.25
3626,飲料,257.5
3627,日用品,258.75
3628,家電,260.0
3629,食品,261.25
3630,飲料,262.5
3631,日用品,263.75
3632,家電,265.0
3633,食品,266.25
3634,飲料,267.5
3635,日用品,268.75
3636,家電,270.0
3637,食品,271.25
3638,飲料,272.5
3639,日用品,273.75
3640,家電,275.0
3641,食品,276.25
3642,飲料,277.5
3643,日用品,278.75
3644,家電,280.0
3645,食品,281.25
3646,飲料,282.5
3647,日用品,283.75
3648,家電,285.0
3649,食品,286.25
3650,飲料,287.5
3651,日用品,288.75
3652,家電,290.0
3653,食品,291.25
3654,飲料,292.5
3655,日用品,293.75
3656,家電,295.0
3657,食品,296.25
3658,飲料,297.5
3659,日用品,298.75
3660,家電,300.0
3661,食品,301.25
3662,飲料,302.5
3663,日用品,303.75
3664,家電,305.0
3665,食品,306.25
3666,飲料,307.5
3667,日用品,308.75
3668,家電,310.0
3669,食品,311.25
3670,飲料,312.5
3671,日用品,313.75
3672,家電,315.0
3673,食品,316.25
3674,飲料,317.5
3675,日用品,318.75
3676,家電,320.0
3677,食品,321.25
3678,飲料,322.5
3679,日用品,323.75
3680,家電,325.0
3681,食品,326.25
3682,飲料,327.5
3683,日用品,328.75
3684,家電,330.0
3685,食品,331.25
3686,飲料,332.5
3687,日用品,333.75
3688,家電,335.0
3689,食品,336.25
3690,飲料,337.5
3691,日用品,338.75
3692,家電,340.0
3693,食品,341.25
3694,飲料,342.5
3695,日用品,343.75
3696,家電,345.0
3697,食品,346.25
3698,飲料,347.5
3699,日用品,348.75
3700,家電,350.0
3701,食品,351.25
3702,飲料,352.5
3703,日用品,353.75
3704,家電,355.0
3705,食品,356.25
3706,飲料,357.5
3707,日用品,358.75
3708,家電,360.0
3709,食品,361.25
3710,飲料,362.5
3711,日用品,363.75
3712,家電,365.0
3713,食品,366.25
3714,飲料,367.5
3715,日用品,368.75
3716,家電,370.0
3717,食品,371.25
3718,飲料,372.5
3719,日用品,373.75
3720,家電,375.0
3721,食品,376.25
3722,飲料,377.5
3723,日用品,378.75
3724,家電,380.0
3725,食品,381.25
3726,飲料,382.5
3727,日用品,383.75
3728,家電,385.0
3729,食品,386.25
3730,飲料,387.5
3731,日用品,388.75
3732,家電,390.0
3733,食品,391.25
3734,飲料,392.5
3735,日用品,393.75
3736,家電,395.0
3737,食品,396.25
3738,飲料,397.5
3739,日用品,398.75
3740,家電,400.0
3741,食品,401.25
3742,飲料,402.5
3743,日用品,403.75
3744,家電,405.0
3745,食品,406.25
3746,飲料,407.5
3747,日用品,408.75
3748,家電,410.0
3749,食品,411.25
3750,飲料,412.5
3751,日用品,413.75
3752,家電,415.0
3753,食品,416.25
3754,飲料,417.5
3755,日用品,418.75
3756,家電,420.0
3757,食品,421.25
3758,飲料,422.5
3759,日用品,423.75
3760,家電,425.0
3761,食品,426.25
3762,飲料,427.5
3763,日用品,428.75
3764,家電,430.0
3765,食品,431.25
3766,飲料,432.5
3767,日用品,433.75
3768,家電,435.0
3769,食品,436.25
3770,飲料,437.5
3771,日用品,438.75
3772,家電,440.0
3773,食品,441.25
3774,飲料,442.5
3775,日用品,443.75
3776,家電,445.0
3777,食品,446.25
3778,飲料,447.5
3779,日用品,448.75
3780,家電,450.0
3781,食品,451.25
3782,飲料,452.5
3783,日用品,453.75
3784,家電,455.0
3785,食品,456.25
3786,飲料,457.5
3787,日用品,458.75
3788,家電,460.0
3789,食品,461.25
3790,飲料,462.5
3791,日用品,463.75
3792,家電,465.0
3793,食品,466.25
3794,飲料,467.5
3795,日用品,468.75
3796,家電,470.0
3797,食品,471.25
3798,飲料,472.5
3799,日用品,473.75
3800,家電,475.0
3801,食品,476.25
3802,飲料,477.5
3803,日用品,478.75
3804,家電,480.0
3805,食品,481.25
3806,飲料,482.5
3807,日用品,483.75
3808,家電,485.0
3809,食品,486.25
3810,飲料,487.5
3811,日用品,488.75
3812,家電,490.0
3813,食品,491.25
3814,飲料,492.5
3815,日用品,493.75
3816,家電,495.0
3817,食品,496.25
3818,飲料,497.5
3819,日用品,498.75
3820,家電,500.0
3821,食品,501.25
3822,飲料,502.5
3823,日用品,503.75
3824,家電,505.0
3825,食品,506.25
3826,飲料,507.5
3827,日用品,508.75
3828,家電,510.0
3829,食品,511.25
3830,飲料,512.5
3831,日用品,513.75
3832,家電,515.0
3833,食品,516.25
3834,飲料,517.5
3835,日用品,518.75
3836,家電,520.0
3837,食品,521.25
3838,飲料,522.5
3839,日用品,523.75
3840,家電,525.0
3841,食品,526.25
3842,飲料,527.5
3843,日用品,528.75
3844,家電,530.0
3845,食品,531.25
3846,飲料,532.5
3847,日用品,533.75
3848,家電,535.0
3849,食品,536.25
3850,飲料,537.5
3851,日用品,538.75
3852,家電,540.0
3853,食品,541.25
3854,飲料,542.5
3855,日用品,543.75
3856,家電,545.0
3857,食品,546.25
3858,飲料,547.5
3859,日用品,548.75
3860,家電,550.0
3861,食品,551.25
3862,飲料,552.5
3863,日用品,553.75
3864,家電,555.0
3865,食品,556.25
3866,飲料,557.5
3867,日用品,558.75
3868,家電,560.0
3869,食品,561.25
3870,飲料,562.5
3871,日用品,563.75
3872,家電,565.0
3873,食品,566.25
3874,飲料,567.5
3875,日用品,568.75
3876,家電,570.0
3877,食品,571.25
3878,飲料,572.5
3879,日用品,573.75
3880,家電,575.0
3881,食品,576.25
3882,飲料,577.5
3883,日用品,578.75
3884,家電,580.0
3885,食品,581.25
3886,飲料,582.5
3887,日用品,583.75
3888,家電,585.0
3889,食品,586.25
3890,飲料,587.5
3891,日用品,588.75
3892,家電,590.0
3893,食品,591.25
3894,飲料,592.5
3895,日用品,593.75
3896,家電,595.0
3897,食品,596.25
3898,飲料,597.5
3899,日用品,598.75
3900,家電,600.0
3901,食品,601.25
3902,飲料,602.5
3903,日用品,603.75
3904,家電,605.0
3905,食品,606.25
3906,飲料,607.5
3907,日用品,608.75
3908,家電,610.0
3909,食品,611.25
3910,飲料,612.5
3911,日用品,613.75
3912,家電,615.0
3913,食品,616.25
3914,飲料,617.5
3915,日用品,618.75
3916,家電,620.0
3917,食品,621.25
3918,飲料,622.5
3919,日用品,623.75
3920,家電,625.0
3921,食品,626.25
3922,飲料,627.5
3923,日用品,628.75
3924,家電,630.0
3925,食品,631.25
3926,飲料,632.5
3927,日用品,633.75
3928,家電,635.0
3929,食品,636.25
3930,飲料,637.5
3931,日用品,638.75
3932,家電,640.0
3933,食品,641.25
3934,飲料,642.5
3935,日用品,643.75
3936,家電,645.0
3937,食品,646.25
3938,飲料,647.5
3939,日用品,648.75
3940,家電,650.0
3941,食品,651.25
3942,飲料,652.5
3943,日用品,653.75
3944,家電,655.0
3945,食品,656.25
3946,飲料,657.5
3947,日用品,658.75
3948,家電,660.0
3949,食品,661.25
3950,飲料,662.5
3951,日用品,663.75
3952,家電,665.0
3953,食品,666.25
3954,飲料,667.5
3955,日用品,668.75
3956,家電,670.0
3957,食品,671.25
3958,飲料,672.5
3959,日用品,673.75
3960,家電,675.0
3961,食品,676.25
3962,飲料,677.5
3963,日用品,678.75
3964,家電,680.0
3965,食品,681.25
3966,飲料,682.5
3967,日用品,683.75
3968,家電,685.0
3969,食品,686.25
3970,飲料,687.5
3971,日用品,688.75
3972,家電,690.0
3973,食品,691.25
3974,飲料,692.5
3975,日用品,693.75
3976,家電,695.0
3977,食品,696.25
3978,飲料,697.5
3979,日用品,698.75
3980,家電,700.0
3981,食品,701.25
3982,飲料,702.5
3983,日用品,703.75
3984,家電,705.0
3985,食品,706.25
3986,飲料,707.5
3987,日用品,708.75
3988,家電,710.0
3989,食品,711.25
3990,飲料,712.5
3991,日用品,713.75
3992,家電,715.0
3993,食品,716.25
3994,飲料,717.5
3995,日用品,718.75
3996,家電,720.0
3997,食品,721.25
3998,飲料,722.5
3999,日用品,723.75
4000,家電,100.0
4001,食品,101.25
4002,飲料,102.5
4003,日用品,103.75
4004,家電,105.0
4005,食品,106.25
4006,飲料,107.5
4007,日用品,108.75
4008,家電,110.0
4009,食品,111.25
4010,飲料,112.5
4011,日用品,113.75
4012,家電,115.0
4013,食品,116.25
4014,飲料,117.5
4015,日用品,118.75
4016,家電,120.0
4017,食品,121.25
4018,飲料,122.5
4019,日用品,123.75
4020,家電,125.0
4021,食品,126.25
4022,飲料,127.5
4023,日用品,128.75
4024,家電,130.0
4025,食品,131.25
4026,飲料,132.5
4027,日用品,133.75
4028,家電,135.0
4029,食品,136.25
4030,飲料,137.5
4031,日用品,138.75
4032,家電,140.0
4033,食品,141.25
4034,飲料,142.5
4035,日用品,143.75
4036,家電,145.0
4037,食品,146.25
4038,飲料,147.5
4039,日用品,148.75
4040,家電,150.0
4041,食品,151.25
4042,飲料,152.5
4043,日用品,153.75
4044,家電,155.0
4045,食品,156.25
4046,飲料,157.5
4047,日用品,158.75
4048,家電,160.0
4049,食品,161.25
4050,飲料,162.5
4051,日用品,163.75
4052,家電,165.0
4053,食品,166.25
4054,飲料,167.5
4055,日用品,168.75
4056,家電,170.0
4057,食品,171.25
4058,飲料,172.5
4059,日用品,173.75
4060,家電,175.0
4061,食品,176.25
4062,飲料,177.5
4063,日用品,178.75
4064,家電,180.0
4065,食品,181.25
4066,飲料,182.5
4067,日用品,183.75
4068,家電,185.0
4069,食品,186.25
4070,飲料,187.5
4071,日用品,188.75
4072,家電,190.0
4073,食品,191.25
4074,飲料,192.5
4075,日用品,193.75
4076,家電,195.0
4077,食品,196.25
4078,飲料,197.5
4079,日用品,198.75
4080,家電,200.0
4081,食品,201.25
4082,飲料,202.5
4083,日用品,203.75
4084,家電,205.0
4085,食品,206.25
4086,飲料,207.5
4087,日用品,208.75
4088,家電,210.0
4089,食品,211.25
4090,飲料,212.5
4091,日用品,213.75
4092,家電,215.0
4093,食品,216.25
4094,飲料,217.5
4095,日用品,218.75
4096,家電,220.0
4097,食品,221.25
4098,飲料,222.5
4099,日用品,223.75
4100,家電,225.0
4101,食品,226.25
4102,飲料,227.5
4103,日用品,228.75
4104,家電,230.0
4105,食品,231.25
4106,飲料,232.5
4107,日用品,233.75
4108,家電,235.0
4109,食品,236.25
4110,飲料,237.5
4111,日用品,238.75
4112,家電,240.0
4113,食品,241.25
4114,飲料,242.5
4115,日用品,243.75
4116,家電,245.0
4117,食品,246.25
4118,飲料,247.5
4119,日用品,248.75
4120,家電,250.0
4121,食品,251.25
4122,飲料,252.5
4123,日用品,253.75
4124,家電,255.0
